ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000025940,1447.5886109319265,0.18334319887268477,0.041720434174774064,4.394565936313812,1.1099431116370467e-05,5.2428776178948974e-05
ENSMUSG00000025779,127.37107763664697,-0.1710608120359532,0.11248863428897189,-1.520694184947746,0.12833659866731326,0.22038039640287857
ENSMUSG00000041859,5615.530287475038,-0.11002982335567663,0.032303610250186576,-3.406115369257872,0.0006589432726336567,0.00218870012395452
ENSMUSG00000041779,1972.0371137709424,-0.01779874307862981,0.03889382845958253,-0.4576238386284294,0.647222713845576,0.7794539100345862
ENSMUSG00000028033,467.400568816106,0.7331405367359272,0.0646453936432374,11.340955564165265,8.22415001003448e-30,3.8201374930912265e-28
ENSMUSG00000082935,18.61206441358055,0.36972060526129646,0.28816482080437306,1.2830178376016597,0.19948582682751825,0.31843460502149645
ENSMUSG00000026158,248.1260812273379,-0.23723313372461363,0.08032032718169205,-2.9535877410953546,0.00314103303449611,0.008861973904552307
ENSMUSG00000026155,3697.117520000336,-0.2292275716418185,0.0272292385315497,-8.418434888519538,3.8154712608841965e-17,7.448162264438326e-16
ENSMUSG00000026154,140.96949302590153,-0.17038441667707427,0.09381341837092162,-1.8162051829665187,0.06933890333498115,0.13151714641240758
ENSMUSG00000026153,1861.14880442373,0.0632086149083324,0.03719076915494674,1.6995780497302522,0.08921032205464538,0.16269476400806088
ENSMUSG00000026147,101.23000500248145,1.9080861797729909,0.1457600990825021,13.090593322751443,3.726851719828841e-39,2.6850621901055523e-37
ENSMUSG00000101939,19.203304001236948,0.03129268954428998,0.2647598446410404,0.11819273268843465,0.9059149480716323,0.9582186994677894
ENSMUSG00000100862,10.920990478244201,-0.518716443643496,0.36780007696759787,-1.410321737613974,0.15844470273387645,0.2628583513485331
ENSMUSG00000101249,11.851865133922281,0.12409434392633219,0.40162719145001946,0.30897894009194626,0.7573375468947383,0.8645301284668211
ENSMUSG00000073725,1065.5615784873328,0.35767712816093433,0.056229822638461706,6.360986241423424,2.0046240264886974e-10,1.8995681368293235e-09
ENSMUSG00000086240,15.51460358529196,0.135046973157472,0.29191104608265406,0.4626305683520921,0.6436291937341797,0.7767054960202928
ENSMUSG00000099492,24.66241085937287,-0.13334403280066956,0.2514612900777395,-0.5302765795858524,0.5959201824168767,0.7350138007095558
ENSMUSG00000048874,5706.428783786608,0.11232372895419132,0.03839841410848345,2.92521791751226,0.0034421508641264953,0.009627965304762062
ENSMUSG00000026134,710.8060347747537,0.04279240292775124,0.046949960355051334,0.9114470513742875,0.36205987199969514,0.507888738040963
ENSMUSG00000004768,238.13092087125528,0.09066748573950312,0.08615554694498143,1.0523696843037047,0.29262997187018525,0.4313984934953675
ENSMUSG00000042215,693.3038320838588,0.14422740577800622,0.04756847175771801,3.031995783101971,0.0024294259777518316,0.007071238419624604
ENSMUSG00000042197,701.8526314342394,0.07468883185343063,0.059132176534274807,1.2630827449779174,0.20655944440656882,0.3278166633894189
ENSMUSG00000042182,126.9123916956918,0.1614446726395759,0.12984054298049177,1.2434072511837277,0.21371779957999093,0.3370341514983113
ENSMUSG00000026131,4623.981638054841,0.5811064319193128,0.16769764525795028,3.4652032890829365,0.000529830813308954,0.0017974381741794297
ENSMUSG00000042111,543.7509962702746,0.1043262461533522,0.052397600125165776,1.9910500844340364,0.04647538130262704,0.09355990270298403
ENSMUSG00000026127,2815.4165988817767,0.16060178323905913,0.02993893202803988,5.364312363869374,8.1258179209329e-08,5.410888855687429e-07
ENSMUSG00000037509,101.96875005430776,0.15956474490127567,0.12851162468065255,1.2416366635920224,0.2143706480526104,0.3377969050542656
ENSMUSG00000037503,5391.777452818972,0.17124990344867305,0.02375268873881793,7.209706039249662,5.607279357624054e-13,7.144297500593565e-12
ENSMUSG00000026123,2730.82210183465,-0.024720744397759908,0.0293222807100256,-0.8430703137395319,0.39918912031679465,0.5459360405741526
ENSMUSG00000045216,1387.551195657351,0.3333699748842837,0.04533335124519935,7.3537465404035505,1.927270289598519e-13,2.5901400805498558e-12
ENSMUSG00000037470,8126.266044076047,0.2118851761124729,0.045795763089963894,4.626741903966819,3.714629457704444e-06,1.9025055306095646e-05
ENSMUSG00000037447,308.5859422353247,0.4813573675648141,0.11170091431687262,4.30934133806015,1.6374148030955426e-05,7.462062831061754e-05
ENSMUSG00000010453,1952.0170579231064,0.11770152210286516,0.035082264467787824,3.3550149595086,0.0007936069279128134,0.002591040418462367
ENSMUSG00000001143,675.4586897928654,0.04624141912289473,0.04786847550944517,0.9660098557717929,0.3340392493382789,0.4774380394724536
ENSMUSG00000037408,214.4926533050522,0.3064384634850459,0.0919598786759876,3.332306087144312,0.0008612946973627364,0.002794492305862519
ENSMUSG00000001138,554.9892405696504,-0.2139601037808617,0.06175359922303788,-3.464739002630335,0.0005307462976144467,0.0017995290928633299
ENSMUSG00000067653,22.388725966032606,-1.1255636698274998,0.31997645157845434,-3.51764532757038,0.0004353938681613992,0.0015011100383058402
ENSMUSG00000079610,267.85471152027964,-0.02985670782218734,0.08189107148688973,-0.36459051371634843,0.7154170970843865,0.8316188261766858
ENSMUSG00000026121,1438.7264913337788,-0.33349368153428444,0.04338602391923512,-7.686661542322861,1.5102396352240484e-14,2.282012906110976e-13
ENSMUSG00000087589,93.71379857492506,-0.7934218056901703,0.12586027025219876,-6.303989369324506,2.9008039877637997e-10,2.6993699958039034e-09
ENSMUSG00000046337,14.862900110661784,0.34695847702888394,0.3291881360976762,1.0539823249460452,0.29189100944383184,0.43044530903106537
ENSMUSG00000061518,2411.9132310124883,-0.10322607900484942,0.038207586415903716,-2.7017168234914224,0.006898248616144282,0.017644940360503493
ENSMUSG00000037351,2655.2981005680626,-0.050716726214570726,0.028013318492342145,-1.810450490841879,0.07022595542382669,0.13294706473775236
ENSMUSG00000026116,5187.253626878858,0.21477580754216033,0.04765867668925773,4.506541567289694,6.589278192374201e-06,3.232655012102991e-05
ENSMUSG00000026114,18.53666728421264,-0.15142784250070437,0.28658263856939925,-0.5283915426859831,0.5972276062518893,0.7363664654713
ENSMUSG00000026112,3450.1230309411926,0.09376391818414105,0.027164458559847768,3.4517131264576366,0.0005570396330366925,0.0018842553124283278
ENSMUSG00000026111,710.3910438977197,-0.00028068050067052224,0.050638056495382125,-0.005542876644488095,0.9955774469489775,0.9984348120833652
ENSMUSG00000026110,86.69300817814836,1.104492789844254,0.1428905906842593,7.729639751331255,1.0785135208061244e-14,1.6583480176355556e-13
ENSMUSG00000060771,54.10728994862156,-0.07181077286265419,0.15795307749457851,-0.4546335785392911,0.6493728733400335,0.7812260845819975
ENSMUSG00000037216,266.5876420546807,0.2541646265435192,0.07203515099757493,3.5283416918509083,0.0004181719895447666,0.0014475473597429342
ENSMUSG00000026088,303.96838176999955,0.014818444729443986,0.06829160261116421,0.21698780176263557,0.8282178512601903,0.9121980731914202
ENSMUSG00000026087,1681.6794306624433,0.04530895431110495,0.03632038946100553,1.2474798586548685,0.21222160093531606,0.33509052375428294
ENSMUSG00000058407,1573.876029657967,0.10563693169175871,0.034479963197855824,3.0637193864037493,0.0021860385462935984,0.0064406114590104604
ENSMUSG00000026083,7698.8092377554285,-0.06779971242720076,0.03290218799524377,-2.0606444907858914,0.039336968933887655,0.08113245866269168
ENSMUSG00000026082,1417.4180653491048,0.09452671577898754,0.04168615945018726,2.2675803438295135,0.02335479684614192,0.051487380996612875
ENSMUSG00000026078,2558.3191247252535,0.015774416148935475,0.029734516521091214,0.5305085804151686,0.5957593614969094,0.7349767354787994
ENSMUSG00000103046,16.654158720740597,0.18841671087702483,0.3506448972259617,0.5373433703659626,0.5910304524969467,0.7309824470887376
ENSMUSG00000073702,8168.094071343888,0.005302198517707983,0.03370100771495931,0.15733056300730217,0.8749843343983837,0.9394420065974964
ENSMUSG00000003134,195.52953649474566,-1.074483703528938,0.09398232895696429,-11.43282695219181,2.8662287431107865e-30,1.3812418525766507e-28
ENSMUSG00000003135,1427.3366023184165,-0.027477680441017595,0.04227775290910286,-0.6499323769665477,0.5157359033130671,0.6607186728328815
ENSMUSG00000085894,17.896826926413954,0.11632488960830034,0.3193013406080166,0.36431068340268596,0.7156260230425338,0.8317233430954178
ENSMUSG00000077704,8.875516673948725,0.145507059909356,0.45521486965860153,0.3196447866882781,0.7492376192290715,0.858579503481572
ENSMUSG00000048234,1436.9488161952304,-0.09454531745785526,0.04142815392687881,-2.282151351101207,0.02248040614810994,0.04978745630361791
ENSMUSG00000097083,17.623179187974,0.47296318941512283,0.2633292327896192,1.7960907127731838,0.07248009124338613,0.13673292418798866
ENSMUSG00000026074,13502.368495991943,-0.02495969282610658,0.030227667517254638,-0.8257234142151069,0.4089610070640721,0.5558735773348766
ENSMUSG00000041945,35.04135935358062,0.5156991435267857,0.23297644267809564,2.213524842249089,0.02686148248011847,0.05820918197189692
ENSMUSG00000060679,1480.1648589478398,-0.030481777666908724,0.03622071810219434,-0.8415564147819051,0.400036294576371,0.5466667275414487
ENSMUSG00000070939,1335.7264160957682,0.022590317932527165,0.035252354428093324,0.6408172815409027,0.5216414036044993,0.6664517274387648
ENSMUSG00000010290,1170.2751032541448,0.0032589458111254395,0.039771817418273736,0.08194108347756995,0.9346935643764597,0.9705952414034009
ENSMUSG00000008136,1425.324180649475,0.020129565940966303,0.04575439968763765,0.43994820341627383,0.6599746224481773,0.7891577806448947
ENSMUSG00000066877,1030.5890824497385,-0.3971627159046911,0.038956290535123735,-10.195085580507252,2.0856076391705777e-24,7.00734085881903e-23
ENSMUSG00000103945,15.276572963870175,-0.35662113199661516,0.3684378238702393,-0.9679275820557829,0.33308053810050453,0.476408788480429
ENSMUSG00000100480,8.98788772965551,0.08975305098221624,0.36443518233527994,0.24627987453649175,0.8054655880303612,0.8962656256588137
ENSMUSG00000057363,1926.5167490451129,0.0027580710955119173,0.03665188025575992,0.07525046672274012,0.940015431507247,0.9734543432547555
ENSMUSG00000041763,4879.293630538165,0.142424968710333,0.03030071140252472,4.700383658268361,2.5967316398212583e-06,1.3654822471701176e-05
ENSMUSG00000026049,700.9661017173722,0.11637234090096471,0.04997491670396439,2.3286150048096665,0.019879470444055945,0.04483707574577537
ENSMUSG00000026047,1186.4110503043703,0.01305878087003176,0.03803779998604769,0.3433106245582483,0.7313647887600601,0.8448868214314703
ENSMUSG00000041684,965.2601320407538,-0.0606940770932875,0.05127542828365685,-1.1836873747309622,0.2365368385063622,0.365271836460438
ENSMUSG00000026048,665.0020950347572,0.18614753289290176,0.05149002021664284,3.6152157662725934,0.0003000975726028009,0.0010761499604426484
ENSMUSG00000026043,535.5460045589159,-0.41003934837085854,0.05527068903950754,-7.418748626016983,1.182320646478372e-13,1.6281079483574589e-12
ENSMUSG00000025995,3343.80509544239,0.14283118870144723,0.029640292015724306,4.818818540170746,1.444108198041231e-06,7.912309009808814e-06
ENSMUSG00000084817,37.66991859207848,-0.057597772400898,0.19184373719659367,-0.30023274797797617,0.7639996273359257,0.8693488330007406
ENSMUSG00000025986,2092.9797668058895,-0.10965781993807153,0.03882448701572285,-2.824449937835962,0.004736184643319443,0.012786875170885812
ENSMUSG00000100213,24.491640601121116,0.17088748978154783,0.2782904373909437,0.6140616665943295,0.5391745780918742,0.6835509175819521
ENSMUSG00000100816,30.950841028982584,-0.4904140546396918,0.20912753045843555,-2.3450477972203783,0.01902464055159934,0.04316678587495194
ENSMUSG00000045954,65.27012095759854,0.3576173500067076,0.1946497843189026,1.8372347611791269,0.06617524609631809,0.1265296052925086
ENSMUSG00000026107,1309.025032568436,0.1079610641423689,0.04340970254053583,2.487026121442671,0.012881594034301547,0.0305628993069823
ENSMUSG00000026104,493.56236362198564,0.3291377449702459,0.06922260527074858,4.754772572960783,1.9866993515470717e-06,1.0639117561905526e-05
ENSMUSG00000026103,6673.410574574374,0.10613727813828802,0.031994732549391294,3.317336001307106,0.0009088025137256201,0.002930812898864903
ENSMUSG00000002881,2953.621926171994,-0.1430929566679531,0.03096105793595355,-4.62170759681265,3.805942111159424e-06,1.9478452174176224e-05
ENSMUSG00000043015,150.81218675488898,-0.10054293197001349,0.1037468827696188,-0.969117618630335,0.3324865080248105,0.47585131299024946
ENSMUSG00000026102,548.318795456104,0.1087834745734722,0.05430009758128639,2.0033753053689276,0.04513702002737228,0.09123356889697504
ENSMUSG00000041426,864.9959850830165,0.15786540169946855,0.04726484877607971,3.3400170695005524,0.0008377324067852858,0.0027223868518107277
ENSMUSG00000026098,697.9182750415015,0.2432814193289635,0.04768133206909953,5.102236216395997,3.356634194252858e-07,2.035387250892503e-06
ENSMUSG00000026097,459.6433533356564,0.08601745646214831,0.06746341971457673,1.2750236620982118,0.20230086695330463,0.32208215256935174
ENSMUSG00000026096,288.70347372117806,0.15523900200029733,0.06800834177773198,2.2826464804517164,0.02245120069834703,0.04973065485908026
ENSMUSG00000026095,268.63482649306746,0.07100709530413166,0.07535690573103186,0.9422772155424509,0.34605073014466314,0.49109057317818633
ENSMUSG00000026094,1169.7932557302272,-0.04634624794372315,0.039169169980617626,-1.183232832522543,0.23671688417250014,0.36546911411455146
ENSMUSG00000042807,8.170217982603674,2.085903694610183,0.48310684496362827,4.3176860695634005,1.5767347310933553e-05,7.226146366440283e-05
ENSMUSG00000041303,742.7051282530045,-0.07459950406254866,0.04856439794670031,-1.5360944893092676,0.12451520764804926,0.21501374884877703
ENSMUSG00000052331,40.75978272784977,0.0012078892531915478,0.20374443486342414,0.005928452740322607,0.9952698067973935,0.9983584961229988
ENSMUSG00000025982,12062.13699104324,-0.16220094857200518,0.02743368694637638,-5.912473554468032,3.3700796795901897e-09,2.6962566503510065e-08
ENSMUSG00000025981,738.5136257187415,-0.01539963990620207,0.04809713455095246,-0.32017790768571086,0.7488334695055153,0.8583978843007125
ENSMUSG00000025980,24316.246061697162,0.14081307404985346,0.0213378415707824,6.599218275322973,4.1333138801144576e-11,4.2730272265059003e-10
ENSMUSG00000073676,4206.983672714797,0.16711331144803993,0.02913932226907696,5.734975916903284,9.752620284482432e-09,7.352339466893795e-08
ENSMUSG00000025979,1726.925158039873,0.14881657886505403,0.0401408511828562,3.707359821224027,0.0002094312745459347,0.0007758342903278883
ENSMUSG00000046994,1483.6425699325555,0.19288215738039263,0.03833476429952823,5.031520628986008,4.866047382103385e-07,2.879455726488527e-06
ENSMUSG00000038331,784.6747453420303,-0.15411976300589295,0.059440148464918914,-2.5928562930298393,0.009518253339002936,0.02347567088746145
ENSMUSG00000087022,33.94848282072008,-0.03878300671951029,0.20020137599575138,-0.1937199808273712,0.8463951457688659,0.924134763791753
ENSMUSG00000097519,98.20843171379566,0.25335807704618996,0.12925113670891136,1.960199991252548,0.04997241952205266,0.09953890660677357
ENSMUSG00000038323,633.6389846191331,0.10035461411047471,0.05411443752461878,1.8544887224378792,0.06366927210888906,0.12234058513416862
ENSMUSG00000048495,262.5321245937728,0.21168319906673108,0.0777546533071699,2.722450555215985,0.0064799729448846025,0.016747518833330637
ENSMUSG00000025971,455.02003609805064,-0.04139544754280769,0.0602828144345161,-0.6866873740238963,0.49227975508154687,0.6384517153915543
ENSMUSG00000054770,416.1103645438836,0.004102976695277795,0.06524236525662838,0.06288822729125301,0.9498555095488426,0.9777350876028011
ENSMUSG00000026039,2914.5512742375026,-0.22258967254195527,0.0422637665583592,-5.2666785444831605,1.389141386904084e-07,8.93101617514185e-07
ENSMUSG00000063558,309.78355889310393,-0.2176077270882192,0.09450619056254536,-2.3025764322201066,0.021302686446057865,0.04757634844063776
ENSMUSG00000064294,45.12672479527797,-0.20082414704950569,0.5402709835922989,-0.37171003653428164,0.7101087515444358,0.827323832862497
ENSMUSG00000103839,30.179874678080818,-0.09189975839491514,0.21477721056200957,-0.4278841230614746,0.6687354868711597,0.7961597870526576
ENSMUSG00000051223,12533.543781529332,-0.06276243166906575,0.029540581506048588,-2.1246173389042737,0.03361855587751848,0.07088347495852705
ENSMUSG00000026034,1764.9934798996208,-0.08372298957156589,0.06205166436506265,-1.349246477564347,0.17725781070230318,0.28831984408077405
ENSMUSG00000026035,545.7213234704069,0.04700516951429264,0.0538925481545851,0.8722016516914965,0.3830983786217371,0.5294643066309658
ENSMUSG00000026036,1101.295459502952,0.12295393970063566,0.04162391771496034,2.9539252057584173,0.003137600390410503,0.008854076449983364
ENSMUSG00000026037,3140.5644443680244,0.38950820165488587,0.0384572146454547,10.12835186442506,4.1356116849690255e-24,1.356888369033147e-22
ENSMUSG00000085054,10.084320432328983,-0.04078550391345458,0.3604238658101182,-0.11315983147170829,0.9099038408986239,0.9593891794767091
ENSMUSG00000038174,627.5535090784853,-0.02861012440040724,0.06879710194036885,-0.4158623487542482,0.6775107320963405,0.8033908121244211
ENSMUSG00000026032,777.7234096694518,-0.11492673735728494,0.049293517132292984,-2.3314777285793338,0.019728183104144353,0.04456057130682379
ENSMUSG00000026031,1405.0480355601137,-0.11570716606231354,0.0371138449203627,-3.1176281064544242,0.0018231269434312348,0.00547525683032625
ENSMUSG00000026029,1338.0687944336544,-0.22880032359298813,0.037852561130551035,-6.044513680431573,1.4986133851432023e-09,1.2587812069799602e-08
ENSMUSG00000026028,2403.3316593895056,0.054358985751780976,0.03136352565520579,1.7331911708324903,0.08306169579822512,0.15340292311995143
ENSMUSG00000026027,491.14509629968046,-0.15333974276393697,0.06397818943023681,-2.396750269576508,0.01654119305004408,0.038088345182943344
ENSMUSG00000038079,442.0136754282021,0.05425462459313319,0.06887016550276008,0.787781243112576,0.4308246743456434,0.5786991311409858
ENSMUSG00000097573,8.739822954147215,0.034949139302517127,0.3797171751092899,0.09203992232497278,0.9266663207632064,0.9672544865619533
ENSMUSG00000026024,294.2627912858855,0.029219791466221258,0.07276838208068072,0.4015451578107688,0.6880187978918788,0.8116508050417615
ENSMUSG00000026021,2593.016340990152,-0.0028593566076461135,0.04103721611850895,-0.06967715839663068,0.9444506225450887,0.9755088938303802
ENSMUSG00000103821,11.832487776730083,0.023230392194351926,0.3720745410223695,0.06243478022043785,0.9502165983652467,0.9777715561954933
ENSMUSG00000026020,6584.39797891432,0.2277168817099659,0.035410250809067456,6.430818096652813,1.2691897478939017e-10,1.2379249899729982e-09
ENSMUSG00000067336,3322.5784726296242,0.19441256375146668,0.09773922665027408,1.9890945571638765,0.04669076699468115,0.09389882737908754
ENSMUSG00000041040,1947.2661827233221,0.06046510679150554,0.03720570509168033,1.6251568581353484,0.10412914030169174,0.18547381088272527
ENSMUSG00000026019,2319.3066322283835,0.16303215481443892,0.03011376223389432,5.413875342050065,6.167511136958436e-08,4.2141344797215853e-07
ENSMUSG00000026017,350.3765225435368,0.025426554158690405,0.07732014675873437,0.32884772241871263,0.7422707899818808,0.853254283376655
ENSMUSG00000082609,7.431158723465199,0.5218068729004159,0.389937231784273,1.338181713279172,0.18083720874614784,0.2932546312385321
ENSMUSG00000073664,1157.2968697327171,0.25740869219510726,0.11237662008765556,2.290589376992513,0.021987173912547023,0.048904317278114215
ENSMUSG00000049439,1538.2280772015545,0.3257665162743252,0.0356636496595717,9.134413313946776,6.576237298284011e-20,1.6621350581937725e-18
ENSMUSG00000026782,1800.4219956195036,0.11697336532359166,0.04375789945555545,2.673194252443506,0.007513273013767454,0.019055165471498405
ENSMUSG00000026014,848.971927551032,0.27405223189494127,0.06858419776862423,3.995850951256795,6.446228323032799e-05,0.00026398749859662886
ENSMUSG00000101188,307.47392787022136,-0.22189609704988428,0.06703211326060801,-3.310295412993989,0.0009319755414733506,0.002995911256479536
ENSMUSG00000081382,62.53309186849328,-0.12051980254897919,0.15677015849979214,-0.7687674982425879,0.44203134664333654,0.5898613994043976
ENSMUSG00000025969,13322.042945414323,0.3055542978472227,0.048365629684913085,6.317591641788046,2.6567090239848164e-10,2.4848319675018656e-09
ENSMUSG00000040865,1288.5222034517237,0.2412649748682267,0.07044835558651397,3.42470697661554,0.0006154628388841798,0.0020589574195988944
ENSMUSG00000084799,23.668901720866245,0.034262854600412083,0.28046824229369893,0.12216304534234192,0.9027698927408196,0.9564899022770191
ENSMUSG00000101599,30.27237311407816,0.30496507938261824,0.23679267635801868,1.2878991194876581,0.1977810820448469,0.31614663583495256
ENSMUSG00000025968,4795.167427391792,0.07954736075023065,0.02686556635640268,2.960941142834783,0.0030670054405545415,0.008684670794698304
ENSMUSG00000025967,16681.121778667763,0.07413726400589608,0.02245439862705336,3.3016811199109344,0.0009610726332007715,0.003083064538500616
ENSMUSG00000025962,816.8039873386747,0.08675042474146492,0.05230690545557445,1.6584889506633922,0.09721881591238887,0.1751517646310208
ENSMUSG00000025959,1409.796975925565,0.20940157143151666,0.05586968400807885,3.7480357218637,0.0001782248757269395,0.0006705381125263616
ENSMUSG00000025958,2162.025705108726,0.0883534009603048,0.03943393813891285,2.240542160640023,0.025055746880709263,0.05482219382462013
ENSMUSG00000025956,382.1495550485625,0.30367729104246893,0.06646783642893428,4.56878555641198,4.905583763880383e-06,2.455778806151723e-05
ENSMUSG00000087213,165.92696310792124,-0.22993762232314613,0.10253070209371029,-2.242622137835254,0.024921191439585978,0.05456195061890558
ENSMUSG00000070871,550.9464207628959,-0.04542084136446801,0.05123156114000086,-0.8865792951408633,0.3753054451765151,0.521850796580994
ENSMUSG00000045005,465.2765194158538,0.09262261946508589,0.05643679726207804,1.6411742685356534,0.10076124546536916,0.18048020804318854
ENSMUSG00000051344,330.29752585596515,0.15331396430494273,0.069473861933573,2.2067862651932746,0.027328995067801634,0.059074754726672354
ENSMUSG00000084416,361.5252173060087,-0.1758293411566004,0.07099060585710394,-2.4767973034421615,0.013256716511091447,0.031309416471024865
ENSMUSG00000025950,1562.0725660433316,-0.3700606952423661,0.03887305577708837,-9.519722281788777,1.736424842602196e-21,4.749512725058883e-20
ENSMUSG00000025949,2070.7002069328432,0.1592949526639296,0.05313286865330138,2.9980491680836794,0.0027171383332172928,0.007811074143023056
ENSMUSG00000026005,2123.902512386277,0.13586744231221975,0.04251620952529757,3.195662168128541,0.0013951035792013533,0.004303545073162065
ENSMUSG00000026004,543.2849051271568,0.11439282272652283,0.06396545441517781,1.788353163006367,0.07371904774952652,0.13878921476227535
ENSMUSG00000102559,15.549183281169428,0.18397726637503714,0.3041071003561066,0.6049752411555056,0.5451954477012163,0.6889247601952717
ENSMUSG00000102374,9.492013589679205,0.17370082577432974,0.39422820669208686,0.4406098367030325,0.6594954803162032,0.788896986276649
ENSMUSG00000103706,9.707293766625325,0.3525713346894997,0.3661260123491151,0.9629781080763786,0.3355585096060567,0.47921746079123884
ENSMUSG00000103756,23.907981547317018,0.5205373333899093,0.2505845686049046,2.0772920546860885,0.03777461195277485,0.07847439822591172
ENSMUSG00000026003,3347.1812543802694,-0.06644190389847023,0.029158852812448954,-2.278618583722327,0.022689748264568977,0.050195411759082084
ENSMUSG00000082769,13.573808488531421,0.18824884169520653,0.33061080991795777,0.5693971160287261,0.5690866735602058,0.7123521795048359
ENSMUSG00000026000,1553.5128045863014,0.038263180655237046,0.03483629480550834,1.0983711347277625,0.2720424614561504,0.4078448443390126
ENSMUSG00000026196,978.2825977401711,-0.16487253034702853,0.04902767459351885,-3.3628462233618484,0.0007714332312588153,0.002525765399152992
ENSMUSG00000026192,7681.810754109068,0.08187977611893314,0.026442622950295147,3.096507342438932,0.0019581501247783275,0.005833133907507818
